epoch	loss	v_loss	|	v_mae	v_sa	v_pr25	v_n/a	|	t_mae	t_sa	t_pr25	t_n/a
90	1.5177	2.9131	|	1.3102	33.8315	30.3279	0.0000	|	2.0925	-5.1261	24.8000	0.0000	|  Best result at epoch 72
91	1.5236	2.9759	|	1.2971	34.4898	36.0656	0.0000	|	2.1386	-7.4395	24.8000	0.0000	|  Best result at epoch 72
92	2.3421	2.9300	|	1.3297	32.8445	30.3279	0.0000	|	2.0040	-0.6764	28.8000	0.0000	|  Best result at epoch 72
93	1.2833	3.2141	|	1.3205	33.3102	31.1475	0.0000	|	2.1402	-7.5205	22.4000	0.0000	|  Best result at epoch 72
94	1.3417	3.2447	|	1.3100	33.8393	28.6885	0.0000	|	2.1547	-8.2496	18.4000	0.0000	|  Best result at epoch 72
95	1.6261	3.7771	|	1.4168	28.4461	30.3279	0.0000	|	2.3184	-16.4738	20.0000	0.0000	|  Best result at epoch 72
96	1.5187	2.9084	|	1.2542	36.6592	39.3443	0.0000	|	2.0796	-4.4783	27.2000	0.0000	|  Best result at epoch 72
97	1.3013	2.7126	|	1.2208	38.3424	36.0656	0.0000	|	2.0335	-2.1587	24.0000	0.0000	|  Best result at epoch 97
98	1.5242	3.5635	|	1.3649	31.0684	31.9672	0.0000	|	2.3061	-15.8575	17.6000	0.0000	|  Best result at epoch 97
99	1.6834	3.4434	|	1.3558	31.5263	30.3279	0.0000	|	2.2248	-11.7722	22.4000	0.0000	|  Best result at epoch 97
100	1.3201	3.3366	|	1.3363	32.5084	31.1475	0.0000	|	2.2148	-11.2712	20.0000	0.0000	|  Best result at epoch 97
101	1.0708	3.8093	|	1.4213	28.2165	32.7869	0.0000	|	2.3379	-17.4552	17.6000	0.0000	|  Best result at epoch 97
102	1.2211	3.5589	|	1.3734	30.6385	31.9672	0.0000	|	2.2807	-14.5798	20.8000	0.0000	|  Best result at epoch 97
103	1.3614	3.0855	|	1.2824	35.2309	37.7049	0.0000	|	2.1284	-6.9278	19.2000	0.0000	|  Best result at epoch 97
104	1.2266	3.5622	|	1.4476	26.8881	27.0492	0.0000	|	2.3439	-17.7523	21.6000	0.0000	|  Best result at epoch 97
105	1.6659	3.0417	|	1.3503	31.8061	33.6066	0.0000	|	2.0125	-1.1033	32.8000	0.0000	|  Best result at epoch 97
106	1.6601	2.9396	|	1.2175	38.5093	40.9836	0.0000	|	2.1084	-5.9259	23.2000	0.0000	|  Best result at epoch 106
107	1.3042	2.8550	|	1.2860	35.0527	36.0656	0.0000	|	1.9694	1.0591	30.4000	0.0000	|  Best result at epoch 106
108	1.2099	3.6070	|	1.4111	28.7338	26.2295	0.0000	|	2.2309	-12.0759	21.6000	0.0000	|  Best result at epoch 106
109	1.1785	3.4488	|	1.3927	29.6604	36.8852	0.0000	|	2.1083	-5.9162	29.6000	0.0000	|  Best result at epoch 106
110	1.2030	3.4225	|	1.3625	31.1877	33.6066	0.0000	|	2.1279	-6.9012	23.2000	0.0000	|  Best result at epoch 106
111	1.2052	3.1116	|	1.3222	33.2224	32.7869	0.0000	|	2.1192	-6.4651	24.8000	0.0000	|  Best result at epoch 106
112	1.3105	4.0086	|	1.4665	25.9374	22.9508	0.0000	|	2.4615	-23.6629	16.8000	0.0000	|  Best result at epoch 106
113	1.3270	3.2632	|	1.3227	33.1964	32.7869	0.0000	|	2.2014	-10.5944	20.8000	0.0000	|  Best result at epoch 106
114	1.2532	3.5186	|	1.3765	30.4799	27.8689	0.0000	|	2.2520	-13.1361	20.8000	0.0000	|  Best result at epoch 106
115	1.6073	3.1133	|	1.3216	33.2558	31.1475	0.0000	|	2.1016	-5.5813	20.8000	0.0000	|  Best result at epoch 106
116	1.1436	3.1094	|	1.3150	33.5854	31.9672	0.0000	|	2.1024	-5.6233	20.0000	0.0000	|  Best result at epoch 106
