epoch	loss	v_loss	|	v_mae	v_sa	v_pr25	v_n/a	|	t_mae	t_sa	t_pr25	t_n/a
109	1.7076	7.5304	|	2.1117	3.8920	31.2865	0.0000	|	2.1312	3.5978	22.3188	0.0000	|  Best result at epoch 60
110	1.7806	7.8634	|	2.1830	0.6460	27.7778	0.0000	|	2.1801	1.3850	20.0000	0.0000	|  Best result at epoch 60
111	1.8397	8.5212	|	2.2785	-3.7011	22.8070	0.0000	|	2.0177	8.7319	22.6087	0.0000	|  Best result at epoch 60
112	1.9919	7.4532	|	2.1136	3.8051	29.8246	0.0000	|	2.0778	6.0149	20.2899	0.0000	|  Best result at epoch 60
113	1.9165	7.4989	|	2.0654	5.9982	35.0877	0.0000	|	2.4195	-9.4458	22.3188	0.0000	|  Best result at epoch 60
114	2.0103	7.6695	|	2.1353	2.8166	28.6550	0.0000	|	2.0470	7.4058	24.0580	0.0000	|  Best result at epoch 60
115	1.8746	7.0171	|	2.0490	6.7447	33.0409	0.0000	|	2.1388	3.2523	21.7391	0.0000	|  Best result at epoch 60
116	1.8001	7.6165	|	2.1409	2.5631	28.0702	0.0000	|	2.0339	7.9990	20.8696	0.0000	|  Best result at epoch 60
117	1.9236	8.0459	|	2.2311	-1.5441	24.5614	0.0000	|	2.1897	0.9496	22.8986	0.0000	|  Best result at epoch 60
118	1.6898	8.2504	|	2.2273	-1.3690	27.4854	0.0000	|	2.2164	-0.2567	23.4783	0.0000	|  Best result at epoch 60
119	1.9621	7.2915	|	2.0769	5.4776	33.9181	0.0000	|	2.1610	2.2501	24.9275	0.0000	|  Best result at epoch 60
120	1.7333	8.1542	|	2.2095	-0.5588	25.4386	0.0000	|	2.1230	3.9666	22.6087	0.0000	|  Best result at epoch 60
121	1.9329	7.5575	|	2.1119	3.8850	31.2865	0.0000	|	2.0672	6.4944	22.6087	0.0000	|  Best result at epoch 60
122	1.7294	7.5661	|	2.1250	3.2879	28.9474	0.0000	|	2.0601	6.8118	22.8986	0.0000	|  Best result at epoch 60
123	1.6942	8.4950	|	2.2698	-3.3036	24.8538	0.0000	|	2.1559	2.4795	22.6087	0.0000	|  Best result at epoch 60
124	1.8048	8.0311	|	2.1990	-0.0831	27.4854	0.0000	|	1.9568	11.4844	26.9565	0.0000	|  Best result at epoch 60
125	1.8008	7.5627	|	2.1081	4.0571	31.5789	0.0000	|	2.2466	-1.6244	24.9275	0.0000	|  Best result at epoch 60
126	1.8239	7.1831	|	2.0740	5.6065	30.4094	0.0000	|	2.1256	3.8498	24.0580	0.0000	|  Best result at epoch 60
127	1.9182	7.3759	|	2.1060	4.1492	29.2398	0.0000	|	2.0717	6.2885	22.6087	0.0000	|  Best result at epoch 60
128	1.8058	6.6017	|	1.9842	9.6950	34.7953	0.0000	|	2.3017	-4.1149	26.3768	0.0000	|  Best result at epoch 60
129	1.8452	7.1743	|	2.0774	5.4532	29.5322	0.0000	|	2.0985	5.0749	23.4783	0.0000	|  Best result at epoch 60
130	1.7570	7.4907	|	2.1047	4.2086	30.9942	0.0000	|	2.1946	0.7276	25.7971	0.0000	|  Best result at epoch 60
131	2.0277	7.8067	|	2.1560	1.8758	30.4094	0.0000	|	2.0505	7.2473	25.2174	0.0000	|  Best result at epoch 60
132	1.7476	8.3012	|	2.2411	-1.9967	28.6550	0.0000	|	2.0910	5.4144	26.6667	0.0000	|  Best result at epoch 60
133	1.7898	8.2222	|	2.2216	-1.1113	29.8246	0.0000	|	2.0492	7.3074	26.6667	0.0000	|  Best result at epoch 60
134	1.7339	8.4700	|	2.1789	0.8314	32.4561	0.0000	|	2.4276	-9.8105	26.9565	0.0000	|  Best result at epoch 60
